cluster_id,Facility,latitude,longitude,count,Act_dt,awb_booking,Route_ID,Loop_Name
1,BCNXSB,41.46286,2.16916,1,20210503,9097384074,312X,312
1,BCNXSB,41.46569,2.17181,1,20210503,6172919535,312X,312
1,BCNXSB,41.46820,2.16895,1,20210525,1012234403,312X,312
1,BCNXSB,41.46855,2.18035,1,20210518,8265524772,312X,312
1,BCNXSB,41.47275,2.18139,1,20210531,5792839695,312X,312
1,BCNXSB,41.47326,2.18500,1,20210524,8279950136,312X,312
1,BCNXSB,41.47587,2.16948,1,20210527,7217654776,312X,312
1,BCNXSB,41.48091,2.16638,1,20210507,1382805922,312X,312
1,BCNXSB,41.48171,2.16547,1,20210526,4964367472,312X,312
1,BCNXSB,41.48633,2.16146,1,20210510,1439660390,312X,312
1,BCNXSB,41.48658,2.15117,1,20210520,6162960705,312X,312
1,BCNXSB,41.48908,2.15079,1,20210527,6835826771,312X,312
1,BCNXSB,41.48936,2.14785,1,20210511,2744681730,312X,312
1,BCNXSB,41.48937,2.14502,1,20210512,4909389004,312X,312
1,BCNXSB,41.49275,2.14974,1,20210510,1422627463,312X,312
1,BCNXSB,41.49282,2.14524,1,20210506,3653991681,312X,312
1,BCNXSB,41.49293,2.16244,1,20210517,7213032761,312X,312
1,BCNXSB,41.49307,2.16219,1,20210518,1726457305,312X,312
1,BCNXSB,41.49312,2.16282,1,20210503,5737647241,312X,312
1,BCNXSB,41.49320,2.14738,1,20210512,9417130424,312X,312
1,BCNXSB,41.49492,2.15896,1,20210514,2617158272,312X,312
1,BCNXSB,41.49499,2.15607,1,20210518,2351816423,312X,312
1,BCNXSB,41.49543,2.14014,1,20210514,8173304123,312X,312
1,BCNXSB,41.49582,2.14471,1,20210505,7300139324,312X,312
1,BCNXSB,41.49618,2.16108,1,20210510,6057093523,312X,312
1,BCNXSB,41.49660,2.16052,1,20210521,1309125635,312X,312
1,BCNXSB,41.49667,2.15439,1,20210506,3814999650,312X,312
1,BCNXSB,41.49681,2.16350,1,20210510,5157906401,312X,312
1,BCNXSB,41.49703,2.14394,1,20210519,2422977793,312X,312
1,BCNXSB,41.49791,2.15898,1,20210512,8557124026,312X,312
1,BCNXSB,41.49917,2.14070,1,20210520,6195007792,312X,312
1,BCNXSB,41.49922,2.15756,1,20210511,3991091311,312X,312
1,BCNXSB,41.49976,2.13980,1,20210517,8546665551,312X,312
1,BCNXSB,41.50102,2.13512,1,20210520,1708697373,312X,312
1,BCNXSB,41.50168,2.15952,1,20210526,3991604385,312X,312
1,BCNXSB,41.50197,2.15919,1,20210510,2964630922,312X,312
1,BCNXSB,41.50310,2.16220,1,20210504,4299801940,312X,312
1,BCNXSB,41.50340,2.13598,1,20210528,9170330061,312X,312
1,BCNXSB,41.50378,2.13548,1,20210505,9170271751,312X,312
1,BCNXSB,41.50391,2.15649,1,20210531,8488136812,312X,312
1,BCNXSB,41.50475,2.14472,1,20210507,5997315170,312X,312
1,BCNXSB,41.50484,2.14452,1,20210506,1628438722,312X,312
2,BCNXSB,41.55506,2.10036,1,20210527,7057490742,358X,358
2,BCNXSB,41.55514,2.08847,1,20210506,3079870345,358X,358
2,BCNXSB,41.55544,2.09740,1,20210506,7499264846,358X,358
2,BCNXSB,41.55569,2.09702,1,20210531,4489317070,358X,358
2,BCNXSB,41.55619,2.08713,1,20210528,8708699683,358X,358
2,BCNXSB,41.55724,2.10213,1,20210527,7712703143,358X,358
2,BCNXSB,41.55742,2.08601,1,20210511,3381217641,358X,358
2,BCNXSB,41.55760,2.09389,1,20210514,3991235146,358X,358
2,BCNXSB,41.55810,2.10272,1,20210531,2423502756,358X,358
2,BCNXSB,41.55816,2.10359,1,20210527,2975945523,358X,358
2,BCNXSB,41.55843,2.10145,1,20210512,7950472364,358X,358
2,BCNXSB,41.55942,2.09599,1,20210504,2802775382,358X,358
2,BCNXSB,41.55961,2.09543,1,20210504,9480311083,358X,358
2,BCNXSB,41.55965,2.09827,1,20210524,2218153243,358X,358
2,BCNXSB,41.56091,2.07633,1,20210528,2132179280,358X,358
2,BCNXSB,41.56092,2.08009,1,20210507,7056378081,358X,358
2,BCNXSB,41.56134,2.08609,1,20210513,2411838704,358X,358
2,BCNXSB,41.56269,2.07642,1,20210528,7111881781,358X,358
2,BCNXSB,41.56275,2.07903,1,20210512,6607222005,358X,358
2,BCNXSB,41.56486,2.08982,1,20210512,9097525452,358X,358
1,BCNXSB,41.46418,2.16996,1,20210521,1634746260,312X,312
1,BCNXSB,41.46671,2.16616,1,20210525,2474557466,312X,312
1,BCNXSB,41.46678,2.16622,1,20210510,4266337983,312X,312
1,BCNXSB,41.46996,2.18239,1,20210507,2422486835,312X,312
1,BCNXSB,41.47259,2.17916,1,20210510,5792519364,312X,312
1,BCNXSB,41.47291,2.18125,1,20210526,4013228936,312X,312
1,BCNXSB,41.48626,2.16156,1,20210503,2865324313,312X,312
1,BCNXSB,41.48970,2.15078,1,20210517,4124401853,312X,312
1,BCNXSB,41.49262,2.14590,1,20210518,8702319942,312X,312
1,BCNXSB,41.49262,2.15968,1,20210505,8689591411,312X,312
1,BCNXSB,41.49266,2.15975,1,20210512,1104739123,312X,312
1,BCNXSB,41.49269,2.14604,1,20210504,3990884494,312X,312
1,BCNXSB,41.49269,2.16272,1,20210531,7213038700,312X,312
1,BCNXSB,41.49303,2.16225,1,20210517,6277026140,312X,312
1,BCNXSB,41.49423,2.14965,1,20210518,8702256673,312X,312
1,BCNXSB,41.49427,2.16475,1,20210521,9924568695,312X,312
1,BCNXSB,41.49449,2.15946,1,20210520,1703311960,312X,312
1,BCNXSB,41.49467,2.16230,1,20210517,2557169311,312X,312
1,BCNXSB,41.49479,2.15697,1,20210514,9872713395,312X,312
1,BCNXSB,41.49539,2.16210,1,20210513,5841228072,312X,312
1,BCNXSB,41.49742,2.16156,1,20210524,5683491973,312X,312
1,BCNXSB,41.49760,2.14028,1,20210512,9829081522,312X,312
1,BCNXSB,41.49786,2.15881,1,20210512,3649842906,312X,312
1,BCNXSB,41.49856,2.14055,1,20210524,3370194111,312X,312
1,BCNXSB,41.49933,2.13999,1,20210520,2448019895,312X,312
1,BCNXSB,41.49935,2.16071,1,20210528,6734008363,312X,312
1,BCNXSB,41.49935,2.16263,1,20210517,1751962822,312X,312
1,BCNXSB,41.49971,2.14026,1,20210511,2448016546,312X,312
1,BCNXSB,41.50095,2.15568,1,20210514,5066544324,312X,312
1,BCNXSB,41.50109,2.13544,1,20210527,7526033480,312X,312
1,BCNXSB,41.50112,2.13859,1,20210505,3113354720,312X,312
1,BCNXSB,41.50113,2.13585,1,20210526,1930492012,312X,312
1,BCNXSB,41.50127,2.15352,1,20210503,8406253951,312X,312
1,BCNXSB,41.50137,2.15938,1,20210517,3085623354,312X,312
1,BCNXSB,41.50241,2.15848,1,20210518,7057032021,312X,312
1,BCNXSB,41.50244,2.15863,1,20210521,7057247816,312X,312
1,BCNXSB,41.50319,2.14558,1,20210517,5871512371,312X,312
1,BCNXSB,41.50380,2.14546,1,20210510,8189645870,312X,312
2,BCNXSB,41.55521,2.07561,1,20210506,8364920410,358X,358
2,BCNXSB,41.55609,2.07575,1,20210520,4558989842,358X,358
2,BCNXSB,41.55625,2.09541,1,20210506,5111670174,358X,358
2,BCNXSB,41.55641,2.09597,1,20210507,1055558604,358X,358
2,BCNXSB,41.55729,2.09426,1,20210514,5229643204,358X,358
2,BCNXSB,41.55881,2.10281,1,20210527,3090840082,358X,358
2,BCNXSB,41.55906,2.09511,1,20210520,2063194184,358X,358
2,BCNXSB,41.55966,2.09829,1,20210524,3290435260,358X,358
2,BCNXSB,41.56008,2.10184,1,20210519,2422970266,358X,358
2,BCNXSB,41.56082,2.09346,1,20210524,3710630851,358X,358
2,BCNXSB,41.56094,2.09477,1,20210511,5111827103,358X,358
2,BCNXSB,41.56095,2.10312,1,20210506,1052102376,358X,358
2,BCNXSB,41.56127,2.09609,1,20210506,9789522326,358X,358
2,BCNXSB,41.56129,2.09308,1,20210511,1665032003,358X,358
2,BCNXSB,41.56290,2.07883,1,20210504,4642664250,358X,358
2,BCNXSB,41.56295,2.07888,1,20210531,6974351495,358X,358
2,BCNXSB,41.56713,2.08780,1,20210518,3834128653,358X,358
2,BCNXSB,41.56736,2.08858,1,20210513,6929354412,358X,358
2,BCNXSB,41.56903,2.08441,1,20210524,6188714011,358X,358
2,BCNXSB,41.56949,2.08346,1,20210520,8315451826,358X,358
2,BCNXSB,41.56977,2.08361,1,20210526,5815245494,358X,358
2,BCNXSB,41.57051,2.08244,1,20210506,5137880473,358X,358
2,BCNXSB,41.57103,2.08664,1,20210524,2411659460,358X,358
2,BCNXSB,41.57531,2.08670,1,20210505,6970634086,358X,358
1,BCNXSB,41.46519,2.17270,1,20210514,7898912140,312X,312
1,BCNXSB,41.46806,2.18166,1,20210531,6975002134,312X,312
1,BCNXSB,41.47275,2.18526,1,20210503,5792413045,312X,312
1,BCNXSB,41.47588,2.16931,1,20210512,6393024492,312X,312
1,BCNXSB,41.47693,2.16913,1,20210517,2116095424,312X,312
1,BCNXSB,41.47960,2.17015,1,20210521,9239344796,312X,312
1,BCNXSB,41.48458,2.17209,1,20210519,7479033936,312X,312
1,BCNXSB,41.48532,2.16194,1,20210503,9194375245,312X,312
1,BCNXSB,41.48937,2.14791,1,20210531,3346037483,312X,312
1,BCNXSB,41.49067,2.14561,1,20210513,6895596105,312X,312
1,BCNXSB,41.49216,2.16067,1,20210519,2977956376,312X,312
1,BCNXSB,41.49237,2.16262,1,20210505,2751338181,312X,312
1,BCNXSB,41.49262,2.15974,1,20210519,8689695582,312X,312
1,BCNXSB,41.49277,2.14955,1,20210528,1440868472,312X,312
1,BCNXSB,41.49438,2.16344,1,20210527,3835331463,312X,312
1,BCNXSB,41.49483,2.14916,1,20210505,8588127365,312X,312
1,BCNXSB,41.49519,2.15887,1,20210507,3991029663,312X,312
1,BCNXSB,41.49522,2.14028,1,20210521,1137325545,312X,312
1,BCNXSB,41.49529,2.15658,1,20210524,5588402470,312X,312
1,BCNXSB,41.49543,2.15540,1,20210503,1832691346,312X,312
1,BCNXSB,41.49570,2.15380,1,20210511,3991091646,312X,312
1,BCNXSB,41.49572,2.13980,1,20210512,3575347790,312X,312
1,BCNXSB,41.49623,2.14045,1,20210531,8194792395,312X,312
1,BCNXSB,41.49647,2.16056,1,20210517,3649844774,312X,312
1,BCNXSB,41.49655,2.16096,1,20210511,2812468492,312X,312
1,BCNXSB,41.49656,2.16059,1,20210505,7519722070,312X,312
1,BCNXSB,41.49689,2.16306,1,20210520,8702424091,312X,312
1,BCNXSB,41.49703,2.15909,1,20210511,7177026474,312X,312
1,BCNXSB,41.49744,2.14501,1,20210526,1137086823,312X,312
1,BCNXSB,41.49885,2.16177,1,20210527,3052649445,312X,312
1,BCNXSB,41.49909,2.15271,1,20210514,1511724955,312X,312
1,BCNXSB,41.49959,2.16150,1,20210503,3990782526,312X,312
1,BCNXSB,41.50021,2.13894,1,20210510,8365136334,312X,312
1,BCNXSB,41.50082,2.15307,1,20210524,1537800961,312X,312
1,BCNXSB,41.50330,2.14546,1,20210531,4489433233,312X,312
1,BCNXSB,41.50459,2.14479,1,20210512,7421118025,312X,312
1,BCNXSB,41.50463,2.14487,1,20210526,2658310281,312X,312
1,BCNXSB,41.50466,2.14482,1,20210525,3052581840,312X,312
2,BCNXSB,41.55401,2.06839,1,20210526,4013127344,358X,358
2,BCNXSB,41.55654,2.09945,1,20210524,2812474335,358X,358
2,BCNXSB,41.55803,2.06909,1,20210527,2812475772,358X,358
2,BCNXSB,41.55860,2.10007,1,20210506,2422433720,358X,358
2,BCNXSB,41.55905,2.09556,1,20210521,4719538961,358X,358
2,BCNXSB,41.55927,2.09277,1,20210506,3990979495,358X,358
2,BCNXSB,41.56003,2.09319,1,20210510,4937365856,358X,358
2,BCNXSB,41.56027,2.07701,1,20210526,3163577432,358X,358
2,BCNXSB,41.56052,2.10152,1,20210527,1210047230,358X,358
2,BCNXSB,41.56086,2.08013,1,20210520,7057109301,358X,358
2,BCNXSB,41.56108,2.08098,1,20210512,7056651873,358X,358
2,BCNXSB,41.56143,2.08977,1,20210525,7143300463,358X,358
2,BCNXSB,41.56191,2.07882,1,20210503,9910212653,358X,358
2,BCNXSB,41.56248,2.10233,1,20210517,2422873725,358X,358
2,BCNXSB,41.56251,2.09554,1,20210517,3991257664,358X,358
2,BCNXSB,41.56255,2.07840,1,20210517,2623900974,358X,358
2,BCNXSB,41.56259,2.07881,1,20210503,2708064660,358X,358
2,BCNXSB,41.56263,2.08684,1,20210524,7788406511,358X,358
2,BCNXSB,41.56363,2.08602,1,20210521,2038621513,358X,358
2,BCNXSB,41.56601,2.09381,1,20210507,6970643223,358X,358
2,BCNXSB,41.56735,2.09148,1,20210507,7786859695,358X,358
2,BCNXSB,41.56752,2.08843,1,20210506,6827824931,358X,358
2,BCNXSB,41.56853,2.08599,1,20210504,2952242672,358X,358
2,BCNXSB,41.57348,2.09075,1,20210507,5792505364,358X,358
3,BCNXSB,41.43038,2.00930,1,20210513,7568884842,362X,362
1,BCNXSB,41.46223,2.17012,1,20210518,2456732320,312X,312
1,BCNXSB,41.46518,2.17205,1,20210505,5997150924,312X,312
1,BCNXSB,41.46673,2.16626,1,20210510,9629198983,312X,312
1,BCNXSB,41.47272,2.17904,1,20210504,6857232082,312X,312
1,BCNXSB,41.47341,2.18474,1,20210519,3991337884,312X,312
1,BCNXSB,41.47582,2.16763,1,20210524,3790970945,312X,312
1,BCNXSB,41.47595,2.16720,1,20210518,3991299104,312X,312
1,BCNXSB,41.48906,2.14535,1,20210519,4719536010,312X,312
1,BCNXSB,41.48939,2.15038,1,20210505,2701653032,312X,312
1,BCNXSB,41.49222,2.15051,1,20210519,8265574833,312X,312
1,BCNXSB,41.49295,2.16221,1,20210528,1083735682,312X,312
1,BCNXSB,41.49311,2.15743,1,20210527,1157930115,312X,312
1,BCNXSB,41.49347,2.15802,1,20210531,4783618313,312X,312
1,BCNXSB,41.49399,2.15995,1,20210506,8689598691,312X,312
1,BCNXSB,41.49458,2.14899,1,20210518,3466166060,312X,312
1,BCNXSB,41.49471,2.15673,1,20210503,1034424123,312X,312
1,BCNXSB,41.49507,2.15592,1,20210519,5519316342,312X,312
1,BCNXSB,41.49559,2.16125,1,20210506,5042057720,312X,312
1,BCNXSB,41.49562,2.13975,1,20210512,3381217184,312X,312
1,BCNXSB,41.49590,2.16282,1,20210519,8702367796,312X,312
1,BCNXSB,41.49596,2.14167,1,20210518,4328519296,312X,312
1,BCNXSB,41.49695,2.15866,1,20210531,1083740313,312X,312
1,BCNXSB,41.49699,2.15897,1,20210507,4938344740,312X,312
1,BCNXSB,41.49699,2.15906,1,20210518,1726403663,312X,312
1,BCNXSB,41.49710,2.15909,1,20210528,1083736334,312X,312
1,BCNXSB,41.49716,2.15899,1,20210513,1528705021,312X,312
1,BCNXSB,41.49718,2.15442,1,20210514,5351059055,312X,312
1,BCNXSB,41.49793,2.15767,1,20210519,1083725064,312X,312
1,BCNXSB,41.49922,2.15309,1,20210525,3991399156,312X,312
1,BCNXSB,41.49926,2.14352,1,20210518,3991287311,312X,312
1,BCNXSB,41.49930,2.15546,1,20210510,5669916836,312X,312
1,BCNXSB,41.49987,2.14230,1,20210506,9577295582,312X,312
1,BCNXSB,41.50063,2.15411,1,20210510,3990990835,312X,312
1,BCNXSB,41.50126,2.13876,1,20210527,5399392983,312X,312
1,BCNXSB,41.50301,2.14559,1,20210519,9730679954,312X,312
1,BCNXSB,41.50310,2.13657,1,20210525,5009190955,312X,312
1,BCNXSB,41.50314,2.14571,1,20210503,2208338974,312X,312
1,BCNXSB,41.50317,2.15565,1,20210517,4422790853,312X,312
1,BCNXSB,41.50398,2.14620,1,20210503,2333630272,312X,312
1,BCNXSB,41.50402,2.14923,1,20210525,5227837031,312X,312
1,BCNXSB,41.50406,2.14951,1,20210506,7401137811,312X,312
1,BCNXSB,41.50424,2.14546,1,20210504,3892794065,312X,312
1,BCNXSB,41.50438,2.15037,1,20210511,6276366154,312X,312
2,BCNXSB,41.55526,2.08734,1,20210503,7056201692,358X,358
2,BCNXSB,41.55557,2.09767,1,20210505,2708367336,358X,358
2,BCNXSB,41.55592,2.08605,1,20210505,9509879691,358X,358
2,BCNXSB,41.55875,2.08344,1,20210525,3086439311,358X,358
2,BCNXSB,41.55889,2.08956,1,20210513,2422753174,358X,358
2,BCNXSB,41.55905,2.09513,1,20210520,3205733650,358X,358
2,BCNXSB,41.55926,2.09389,1,20210527,1841904691,358X,358
2,BCNXSB,41.55965,2.09827,1,20210524,8963587511,358X,358
2,BCNXSB,41.56019,2.09376,1,20210510,5669745922,358X,358
2,BCNXSB,41.56051,2.09852,1,20210511,3991114352,358X,358
2,BCNXSB,41.56132,2.09906,1,20210504,3047316576,358X,358
2,BCNXSB,41.56160,2.10499,1,20210517,6604735690,358X,358
2,BCNXSB,41.56185,2.08192,1,20210528,1767100075,358X,358
2,BCNXSB,41.56649,2.08902,1,20210527,2975806234,358X,358
2,BCNXSB,41.56749,2.09115,1,20210507,4494244812,358X,358
2,BCNXSB,41.56974,2.08605,1,20210518,9873018190,358X,358
2,BCNXSB,41.57096,2.08251,1,20210531,7057676220,358X,358
2,BCNXSB,41.57150,2.09145,1,20210527,2805029522,358X,358
2,BCNXSB,41.58030,2.09019,1,20210511,5737929735,358X,358
3,BCNXSB,41.43062,2.01217,1,20210531,6993815485,362X,362
1,BCNXSB,41.46324,2.17428,1,20210517,1726461634,312X,312
1,BCNXSB,41.46967,2.18396,1,20210510,7056527645,312X,312
1,BCNXSB,41.47224,2.18572,1,20210526,4013376905,312X,312
1,BCNXSB,41.47678,2.16859,1,20210528,6910097036,312X,312
1,BCNXSB,41.47833,2.16861,1,20210503,7370494110,312X,312
1,BCNXSB,41.48366,2.17234,1,20210518,6082144644,312X,312
1,BCNXSB,41.48985,2.14846,1,20210517,7257139886,312X,312
1,BCNXSB,41.49231,2.16225,1,20210531,2751392475,312X,312
1,BCNXSB,41.49314,2.16243,1,20210503,6273931344,312X,312
1,BCNXSB,41.49421,2.16497,1,20210512,9925996662,312X,312
1,BCNXSB,41.49440,2.14865,1,20210512,6277432722,312X,312
1,BCNXSB,41.49448,2.16051,1,20210524,6607671070,312X,312
1,BCNXSB,41.49488,2.15667,1,20210519,2255347931,312X,312
1,BCNXSB,41.49494,2.16429,1,20210517,2422809104,312X,312
1,BCNXSB,41.49495,2.14962,1,20210507,5042111196,312X,312
1,BCNXSB,41.49625,2.16290,1,20210510,6012295682,312X,312
1,BCNXSB,41.49633,2.16616,1,20210506,7499153491,312X,312
1,BCNXSB,41.49687,2.16093,1,20210503,4210179735,312X,312
1,BCNXSB,41.49837,2.16022,1,20210506,8663345585,312X,312
1,BCNXSB,41.49941,2.16441,1,20210517,8224193924,312X,312
1,BCNXSB,41.50057,2.15589,1,20210521,9072566926,312X,312
1,BCNXSB,41.50058,2.13747,1,20210510,3679941996,312X,312
1,BCNXSB,41.50062,2.15586,1,20210521,2261951554,312X,312
1,BCNXSB,41.50087,2.16165,1,20210520,5554762500,312X,312
1,BCNXSB,41.50169,2.15938,1,20210507,1694316503,312X,312
1,BCNXSB,41.50330,2.14548,1,20210507,5044001686,312X,312
1,BCNXSB,41.50442,2.14997,1,20210519,4637741511,312X,312
1,BCNXSB,41.50458,2.14470,1,20210520,1552739532,312X,312
1,BCNXSB,41.50463,2.14466,1,20210518,4424723833,312X,312
1,BCNXSB,41.50488,2.14508,1,20210504,9797200722,312X,312
2,BCNXSB,41.55530,2.08725,1,20210519,2202963151,358X,358
2,BCNXSB,41.55535,2.08702,1,20210518,7056969743,358X,358
2,BCNXSB,41.55580,2.09090,1,20210526,7111561192,358X,358
2,BCNXSB,41.55724,2.10104,1,20210518,1087095236,358X,358
2,BCNXSB,41.55763,2.10227,1,20210531,7913907330,358X,358
2,BCNXSB,41.55792,2.09762,1,20210505,5042045680,358X,358
2,BCNXSB,41.55923,2.09527,1,20210507,5841113180,358X,358
2,BCNXSB,41.55926,2.09851,1,20210525,2434654445,358X,358
2,BCNXSB,41.56050,2.09776,1,20210521,3864969161,358X,358
2,BCNXSB,41.56077,2.09371,1,20210527,7490044542,358X,358
2,BCNXSB,41.56162,2.08025,1,20210528,3991681945,358X,358
2,BCNXSB,41.56302,2.07775,1,20210506,7950656486,358X,358
2,BCNXSB,41.56314,2.07577,1,20210507,4558929281,358X,358
2,BCNXSB,41.56335,2.10248,1,20210524,7720792494,358X,358
2,BCNXSB,41.56389,2.08549,1,20210524,1847583242,358X,358
2,BCNXSB,41.56409,2.08139,1,20210520,2651552831,358X,358
2,BCNXSB,41.56413,2.09094,1,20210511,7056548295,358X,358
2,BCNXSB,41.56623,2.08781,1,20210525,3991548245,358X,358
2,BCNXSB,41.56693,2.08745,1,20210524,2794760065,358X,358
2,BCNXSB,41.56714,2.09377,1,20210528,2827993136,358X,358
2,BCNXSB,41.56888,2.08819,1,20210513,6855275405,358X,358
2,BCNXSB,41.56927,2.08326,1,20210504,8406260450,358X,358
2,BCNXSB,41.57299,2.08363,1,20210505,6277341921,358X,358
2,BCNXSB,41.57539,2.08665,1,20210503,8466917830,358X,358
2,BCNXSB,41.57631,2.08763,1,20210513,4558954746,358X,358
3,BCNXSB,41.43215,2.01348,1,20210518,4416049621,362X,362
3,BCNXSB,41.43291,2.01434,1,20210504,4144333653,362X,362
3,BCNXSB,41.43316,2.00694,1,20210512,5162337810,362X,362
3,BCNXSB,41.43593,2.00659,1,20210506,9053266235,362X,362
3,BCNXSB,41.43593,2.00678,1,20210520,2423015696,362X,362
3,BCNXSB,41.43879,2.00742,1,20210504,4743481514,362X,362
3,BCNXSB,41.44389,1.98882,1,20210526,4013132045,362X,362
3,BCNXSB,41.44458,1.99532,1,20210504,4210483561,362X,362
1,BCNXSB,41.46434,2.17032,1,20210524,2994738596,312X,312
1,BCNXSB,41.46590,2.17206,1,20210505,4135933745,312X,312
1,BCNXSB,41.47030,2.18234,1,20210514,6277182940,312X,312
1,BCNXSB,41.47251,2.17909,1,20210518,6633117422,312X,312
1,BCNXSB,41.47294,2.17890,1,20210521,5792705166,312X,312
1,BCNXSB,41.47696,2.16912,1,20210531,3727037930,312X,312
1,BCNXSB,41.48162,2.16534,1,20210517,9811431162,312X,312
1,BCNXSB,41.48540,2.16216,1,20210527,5792805605,312X,312
1,BCNXSB,41.48606,2.16318,1,20210504,3273054945,312X,312
1,BCNXSB,41.48630,2.16152,1,20210518,6362800124,312X,312
1,BCNXSB,41.49129,2.14560,1,20210504,3291470136,312X,312
1,BCNXSB,41.49200,2.14836,1,20210525,6978422301,312X,312
1,BCNXSB,41.49249,2.16211,1,20210510,7251210142,312X,312
1,BCNXSB,41.49260,2.14512,1,20210526,8249924292,312X,312
1,BCNXSB,41.49299,2.16225,1,20210521,2787415153,312X,312
1,BCNXSB,41.49346,2.15618,1,20210507,4938344810,312X,312
1,BCNXSB,41.49374,2.14948,1,20210526,8702618923,312X,312
1,BCNXSB,41.49449,2.16334,1,20210510,6266787192,312X,312
1,BCNXSB,41.49481,2.14620,1,20210517,1278309933,312X,312
1,BCNXSB,41.49485,2.15682,1,20210510,8689619083,312X,312
1,BCNXSB,41.49538,2.14035,1,20210504,5563197544,312X,312
1,BCNXSB,41.49558,2.16122,1,20210506,3649840935,312X,312
1,BCNXSB,41.49621,2.16066,1,20210519,2732133294,312X,312
1,BCNXSB,41.49661,2.13827,1,20210518,2128818134,312X,312
1,BCNXSB,41.49806,2.16188,1,20210527,2423391364,312X,312
1,BCNXSB,41.49825,2.16338,1,20210505,8308073546,312X,312
1,BCNXSB,41.49937,2.13921,1,20210528,3764681281,312X,312
1,BCNXSB,41.50065,2.13526,1,20210525,3093904004,312X,312
1,BCNXSB,41.50080,2.16098,1,20210513,1465592995,312X,312
1,BCNXSB,41.50100,2.16044,1,20210506,3990946190,312X,312
1,BCNXSB,41.50110,2.14107,1,20210517,1867810184,312X,312
1,BCNXSB,41.50194,2.15973,1,20210512,3309038681,312X,312
1,BCNXSB,41.50375,2.14625,1,20210519,7542961414,312X,312
2,BCNXSB,41.55397,2.06863,1,20210505,8632989201,358X,358
2,BCNXSB,41.55540,2.09305,1,20210528,1634762555,358X,358
2,BCNXSB,41.55550,2.09747,1,20210528,2504769223,358X,358
2,BCNXSB,41.55620,2.09460,1,20210520,5290576023,358X,358
2,BCNXSB,41.55643,2.08654,1,20210514,1893043810,358X,358
2,BCNXSB,41.55687,2.07551,1,20210504,4004051015,358X,358
2,BCNXSB,41.55730,2.09445,1,20210511,8248859673,358X,358
2,BCNXSB,41.55747,2.09750,1,20210511,8454506126,358X,358
2,BCNXSB,41.55983,2.09610,1,20210527,3991546031,358X,358
2,BCNXSB,41.56000,2.09665,1,20210513,3991180675,358X,358
2,BCNXSB,41.56028,2.07711,1,20210519,7720702776,358X,358
2,BCNXSB,41.56045,2.09716,1,20210507,3251648245,358X,358
2,BCNXSB,41.56127,2.08173,1,20210531,1738955455,358X,358
2,BCNXSB,41.56160,2.09486,1,20210504,3306660486,358X,358
2,BCNXSB,41.56181,2.08213,1,20210520,5610047704,358X,358
2,BCNXSB,41.56216,2.08995,1,20210504,2422306854,358X,358
2,BCNXSB,41.56244,2.09097,1,20210519,3574625644,358X,358
2,BCNXSB,41.56272,2.10264,1,20210531,1910159005,358X,358
2,BCNXSB,41.56286,2.07897,1,20210513,2294667244,358X,358
2,BCNXSB,41.56312,2.08863,1,20210504,6970631522,358X,358
2,BCNXSB,41.56371,2.09628,1,20210520,3337481755,358X,358
2,BCNXSB,41.56500,2.09078,1,20210506,1055851182,358X,358
2,BCNXSB,41.56644,2.08706,1,20210504,2422279532,358X,358
2,BCNXSB,41.57029,2.08117,1,20210504,3990846296,358X,358
2,BCNXSB,41.57223,2.09103,1,20210506,2422388264,358X,358
2,BCNXSB,41.57353,2.09081,1,20210503,5792425505,358X,358
3,BCNXSB,41.42991,2.01098,1,20210504,2701289986,362X,362
3,BCNXSB,41.43072,2.01237,1,20210503,4532090872,362X,362
3,BCNXSB,41.43073,2.01218,1,20210520,8546427223,362X,362
1,BCNXSB,41.46238,2.17127,1,20210512,6060389705,312X,312
1,BCNXSB,41.46845,2.18198,1,20210524,4936797644,312X,312
1,BCNXSB,41.46982,2.18501,1,20210518,6191156160,312X,312
1,BCNXSB,41.47264,2.18124,1,20210506,5792452724,312X,312
1,BCNXSB,41.47274,2.17893,1,20210517,2787985351,312X,312
1,BCNXSB,41.47663,2.16927,1,20210503,3167158702,312X,312
1,BCNXSB,41.49209,2.14552,1,20210510,5159932433,312X,312
1,BCNXSB,41.49246,2.16229,1,20210507,8305701213,312X,312
1,BCNXSB,41.49351,2.15796,1,20210525,2787369233,312X,312
1,BCNXSB,41.49391,2.14815,1,20210526,1316453272,312X,312
1,BCNXSB,41.49393,2.15401,1,20210518,7103990154,312X,312
1,BCNXSB,41.49474,2.15733,1,20210504,4991277443,312X,312
1,BCNXSB,41.49539,2.13973,1,20210518,1126179924,312X,312
1,BCNXSB,41.49614,2.16073,1,20210528,6139518490,312X,312
1,BCNXSB,41.49635,2.16259,1,20210507,8702008674,312X,312
1,BCNXSB,41.49648,2.16067,1,20210521,1083729452,312X,312
1,BCNXSB,41.49901,2.15958,1,20210506,3071550823,312X,312
1,BCNXSB,41.49926,2.14303,1,20210512,5398634776,312X,312
1,BCNXSB,41.49961,2.14259,1,20210521,7814439533,312X,312
1,BCNXSB,41.49979,2.14014,1,20210504,6406105543,312X,312
1,BCNXSB,41.50061,2.16130,1,20210531,8917482350,312X,312
1,BCNXSB,41.50080,2.15319,1,20210525,6736416680,312X,312
1,BCNXSB,41.50085,2.13753,1,20210531,7163293793,312X,312
